algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
transformer10,lucas,32,robust,dyn,0.75,0.8299789428710938,1.2087604272150048,2.4254286891490557,0.8082755028930685,0.8299789428710938,31.5486471765728,2.4254287914191077,0.808275545296143,0.84205162525177,1.1672250682907674,2.5162614376693404,0.8665802227668683,0.8420516848564148,30.4645730309968,2.5162616717254775,0.866580388276497,654.5105514526367,18145,0,372|373|375|377|999|1000|1004|1012|1175|1412|1702|2040|2669|2670|2671|2672|2738|3216|3223|3594|3633|3634|3840|4100
