algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
transformer24,lucas,32,robust,dyn,0.75,0.85129314661026,1.1118771984985643,2.5934293521891036,0.8743971099412747,0.85129314661026,29.01999474870462,2.5934293722108546,0.8743970601091872,0.8630871176719666,1.0925802242407545,2.7026581483722705,0.9222780632264873,0.8630871176719666,28.516344169013408,2.7026581869501913,0.9222780830944943,8073.105975389481,38993,0,24|83|370|378|380|385|403|809|924|942|965|1322|1443|1468|1514|1897|2016|2023|2111|2494|2653|2668|2994|2995|3450|3453|3455|3820|3824|4048|4196
