epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32
0,0,0.97505,0.3481,2.93878,0,3.02261,0.97888,0.3283,126,252,378,512,629,755,881,1007,1133,1267,1393,1519,1645,1771,1888,2014,2148,2274,2400,2526,2643,2778,2903,3029,3155,3273,3407,3533,3650,3776,3910,4036
10,0.02243,1.0115,0.36111,2.83288,0.02432,2.9225,1.01242,0.33955,153,220,408,518,592,715,838,969,1145,1245,1398,1499,1663,1772,1899,2021,2133,2281,2413,2567,2658,2790,2910,3070,3173,3259,3442,3496,3640,3811,3923,4076
20,0.08227,1.04396,0.3727,2.7448,0.08013,2.83767,1.04268,0.3497,196,212,436,523,554,672,792,923,1141,1203,1390,1486,1656,1776,1917,2011,2134,2294,2393,2612,2657,2777,2915,3089,3201,3299,3481,3462,3678,3823,3891,4119
30,0.18237,1.10601,0.39485,2.5908,0.17782,2.68277,1.10288,0.36989,245,249,438,501,512,627,740,871,1113,1158,1375,1483,1614,1766,1922,1974,2160,2303,2350,2663,2656,2734,2900,3072,3201,3350,3474,3471,3728,3823,3857,4164
40,0.19977,1.11798,0.39913,2.56307,0.20498,2.63809,1.12156,0.37616,290,293,411,459,467,575,682,813,1065,1116,1341,1474,1591,1744,1907,1927,2177,2298,2314,2655,2657,2689,2859,3071,3221,3406,3463,3466,3773,3821,3810,4195
50,0.24025,1.14737,0.40962,2.4974,0.24191,2.57608,1.14856,0.38521,338,342,391,415,420,522,624,755,1010,1067,1301,1463,1585,1728,1893,1904,2181,2294,2303,2657,2645,2819,3073,3276,3454,3470,3467,3805,3821,3807,4204
60,0.29475,1.19088,0.42515,2.40617,0.2977,2.47948,1.19331,0.40022,390,393,395,392,471,566,697,953,1017,1267,1462,1592,1719,1895,1896,2180,2299,2303,2661,2658,2653,2794,3071,3337,3482,3469,3471,3830,3820,3826,4199
70,0.38011,1.27023,0.45348,2.25586,0.39227,2.30651,1.2828,0.43023,409,404,387,396,393,417,509,643,897,969,1251,1470,1603,1715,1897,1892,2180,2305,2304,2656,2658,2667,2781,3072,3384,3473,3466,3819,3822,3821,4191
80,0.4856,1.3944,0.49781,2.05497,0.50201,2.08789,1.41711,0.47528,386,375,374,389,390,378,457,593,852,931,1255,1481,1601,1694,1879,1885,2174,2297,2288,2655,2654,2690,2776,3072,3414,3464,3467,3465,3815,3821,3817,4185
90,0.54628,1.48472,0.53006,1.92996,0.56372,1.95426,1.51402,0.50778,359,352,360,367,366,362,405,551,825,912,1272,1489,1572,1644,1848,1872,2156,2266,2252,2649,2609,2709,2775,3071,3430,3462,3467,3464,3819,3821,3820,4180
100,0.57915,1.54161,0.55037,1.85874,0.59932,1.87284,1.57984,0.52986,337,332,338,342,340,350,363,520,825,917,1288,1484,1529,1576,1816,1854,2122,2230,2222,2623,2531,2709,2774,3074,3436,3462,3466,3464,3822,3821,4177
110,0.60159,1.58443,0.56565,1.80851,0.61915,1.8259,1.62045,0.54348,325,320,324,331,329,345,343,503,853,949,1277,1447,1482,1495,1774,1828,2049,2212,2210,2576,2454,2696,2772,3093,3437,3460,3465,3464,3822,3821,4176
120,0.62954,1.64312,0.5866,1.74392,0.64303,1.76772,1.67378,0.56137,331,320,328,340,342,357,347,505,897,985,1227,1390,1423,1422,1720,1797,1977,2202,2199,2525,2408,2691,2769,3130,3434,3459,3466,3822,3821,4180
130,0.61375,1.60919,0.57449,1.78069,0.64157,1.77134,1.67037,0.56022,342,329,338,353,358,366,360,524,934,997,1181,1349,1380,1664,1769,1972,2196,2191,2474,2394,2697,2770,3167,3432,3460,3470,3471,3822,3821,4178
140,0.65712,1.70792,0.60974,1.67775,0.67533,1.68585,1.75506,0.58863,347,332,341,356,361,365,368,559,958,999,1139,1304,1357,1340,1612,1741,1992,2191,2183,2441,2389,2696,2770,3197,3434,3466,3473,3474,3822,3823,4182
150,0.6865,1.78617,0.63767,1.60425,0.69457,1.63515,1.80948,0.60688,349,332,341,354,359,362,372,604,967,990,1092,1250,1345,1297,1552,1712,2014,2185,2172,2426,2385,2693,2769,3214,3439,3471,3472,3822,3824,4180
160,0.69806,1.82004,0.64977,1.57439,0.71365,1.58325,1.8688,0.62677,352,335,345,354,359,364,377,649,963,971,1040,1187,1336,1251,1491,1684,2014,2177,2159,2420,2384,2694,2767,3226,3449,3471,3467,3822,3824,4180
170,0.7138,1.86942,0.6674,1.53281,0.7273,1.54506,1.915,0.64227,360,343,353,359,363,369,382,685,952,949,990,1120,1329,1208,1438,1660,2009,2170,2145,2418,2385,2696,2767,3251,3461,3465,3463,3822,3823,4179
180,0.73192,1.93157,0.68958,1.48349,0.74808,1.48503,1.99241,0.66823,368,354,362,366,369,374,387,708,940,935,955,1060,1323,1169,1395,1643,2012,2164,2131,2420,2389,2699,2768,3307,3468,3466,3467,3465,3822,4181
190,0.74284,1.97213,0.70406,1.45298,0.75745,1.45714,2.03054,0.68102,372,364,368,370,377,390,722,932,943,1015,1318,1138,1367,1632,2016,2161,2118,2422,2395,2699,2768,3379,3466,3464,3461,3822,4180
200,0.75391,2.01601,0.71973,1.42135,0.7704,1.41771,2.08702,0.69996,375,372,373,374,379,392,729,931,938,951,984,1315,1114,1349,1625,2017,2159,2107,2425,2401,2700,2768,3439,3462,3465,3463,3822,4180
210,0.76143,2.04755,0.73099,1.39946,0.77679,1.39783,2.1167,0.70991,378,377,376,382,395,734,934,948,965,970,1312,1098,1337,1621,2018,2159,2096,2427,2408,2701,2765,3474,3463,3465,3464,3461,3822,3821,4181
220,0.75866,2.03575,0.72678,1.40757,0.77618,1.39974,2.11381,0.70895,381,380,384,399,735,940,961,977,966,1311,1087,1331,1619,2019,2158,2080,2429,2414,2701,2758,3467,3464,3461,3822,3821,4182
230,0.76298,2.05423,0.73337,1.39491,0.77612,1.39993,2.11352,0.70885,383,382,387,404,735,947,973,989,967,1310,1079,1328,1619,2020,2158,2048,2431,2419,2701,2747,3456,3464,3463,3822,4181
240,0.76647,2.06952,0.73883,1.3846,0.78018,1.38718,2.13295,0.71536,385,384,383,389,410,734,954,984,998,970,1310,1073,1327,1620,2019,2159,2003,2432,2423,2701,2726,3459,3463,3464,3460,3822,3823,3821,4180
250,0.76656,2.06993,0.73898,1.38433,0.78185,1.38191,2.14109,0.71809,386,385,383,384,391,417,733,961,993,1005,974,1309,1067,1328,1621,2020,2159,2006,2434,2427,2700,2706,3462,3461,3822,3821,4183
260,0.76092,2.04535,0.7302,1.40096,0.78305,1.37809,2.14702,0.72008,387,386,384,385,392,424,731,967,999,1011,978,1309,1062,1329,1624,2020,2159,2026,2435,2430,2699,2692,3461,3462,3822,3821,4182
270,0.77343,2.10105,0.75009,1.36382,0.78546,1.37042,2.15903,0.72411,387,386,385,393,432,729,975,1008,1018,985,1310,1058,1332,1627,2020,2159,2019,2437,2434,2698,2675,3460,3461,3463,3462,3459,3822,3821,4181
280,0.77387,2.10309,0.75082,1.3625,0.7863,1.36773,2.16328,0.72554,389,387,386,395,439,726,982,1015,1022,991,1310,1054,1335,1632,2020,2160,2439,2438,2698,2649,3460,3462,3461,3822,3821,4182
290,0.77058,2.08797,0.74542,1.37237,0.79003,1.35575,2.1824,0.73195,389,388,387,386,396,448,723,989,1020,1026,997,1311,1051,1339,1637,2020,2161,2021,2440,2442,2698,2647,3460,3461,3462,3459,3822,3821,4181
300,0.77236,2.09613,0.74833,1.36702,0.78963,1.35704,2.18033,0.73125,389,386,388,397,456,719,994,1024,1030,1001,1311,1048,1344,1644,2020,2163,2442,2446,2698,2656,3460,3461,3462,3459,3822,3821,3820,4181
310,0.77854,2.12517,0.7587,1.34834,0.79076,1.35339,2.18619,0.73322,390,387,389,398,463,715,999,1027,1033,1005,1312,1045,1349,1651,2020,2164,2022,2445,2449,2698,2657,3460,3462,3461,3822,3821,4182
320,0.77556,2.11101,0.75365,1.35738,0.78757,1.36368,2.16971,0.72769,391,389,388,387,390,398,470,710,1004,1032,1038,1010,1313,1043,1354,1659,2020,2165,2447,2453,2699,2654,3460,3461,3458,3822,3821,4183
330,0.77927,2.12869,0.75996,1.34611,0.78935,1.35793,2.1789,0.73077,391,389,388,390,399,478,704,1008,1035,1042,1014,1313,1041,1360,1668,2021,2167,2449,2457,2701,2654,3460,3461,3462,3822,3821,4180
340,0.77477,2.10729,0.75232,1.35978,0.79186,1.34982,2.19198,0.73516,392,390,391,400,484,697,1010,1037,1043,1016,1314,1038,1366,1676,2021,2168,2451,2461,2702,2655,3460,3462,3461,3459,3822,3820,3821,4184
350,0.77762,2.12076,0.75713,1.35115,0.79549,1.338,2.21135,0.74166,392,391,389,390,401,491,691,1014,1041,1045,1020,1315,1037,1372,1685,2021,2170,2454,2464,2704,2655,3460,3461,3459,3822,3823,4186
360,0.77711,2.11833,0.75626,1.3527,0.79358,1.34424,2.20108,0.73821,392,391,389,390,402,498,684,1017,1044,1048,1023,1316,1036,1379,1693,2021,2172,2456,2467,2706,2654,3460,3461,3459,3822,3820,3821,4181
370,0.78108,2.13744,0.76308,1.3406,0.79313,1.3457,2.19869,0.73741,393,392,389,390,403,504,676,1020,1046,1049,1025,1317,1034,1385,1701,2021,2174,2459,2470,2708,2653,3460,3461,3462,3459,3821,4181
380,0.7807,2.13559,0.76242,1.34176,0.79437,1.34165,2.20533,0.73964,393,392,389,391,405,510,669,1022,1047,1050,1026,1318,1033,1392,1709,2021,2177,2461,2472,2710,2654,3459,3461,3822,3820,4184
390,0.77932,2.12894,0.76005,1.34596,0.79323,1.34539,2.19921,0.73759,394,392,390,391,406,515,661,1025,1048,1051,1028,1320,1033,1398,1717,2021,2180,2464,2474,2713,2654,3459,3460,3461,3822,3820,4182
400,0.78011,2.13276,0.76141,1.34355,0.79374,1.3437,2.20196,0.73851,395,393,391,392,407,520,652,1028,1050,1054,1031,1321,1034,1406,1725,2021,2183,2466,2475,2717,2654,3459,3462,3461,3460,3822,3821,4181
410,0.77782,2.12174,0.75748,1.35052,0.79317,1.34557,2.19891,0.73749,395,393,392,391,407,524,644,1031,1052,1058,1033,1322,1034,1413,1733,2020,2188,2021,2468,2476,2724,2654,3459,3461,3460,3458,3821,3820,4184
420,0.77301,2.09912,0.7494,1.36507,0.79498,1.33967,2.20859,0.74073,395,393,392,408,528,634,1034,1054,1061,1037,1324,1424,1742,2021,2193,2470,2475,2736,2653,3459,3460,3461,3822,4182
430,0.77986,2.13153,0.76097,1.34432,0.79632,1.33529,2.21584,0.74316,395,393,391,392,394,409,532,625,1037,1057,1064,1039,1325,1035,1433,1751,2020,2200,2021,2472,2476,2756,2654,3459,3460,3458,3820,3821,4182
440,0.78362,2.14995,0.76755,1.3328,0.79828,1.32886,2.22656,0.74676,394,391,392,410,536,615,1038,1058,1066,1041,1327,1035,1441,1761,2021,2207,2474,2475,2773,2653,3460,3461,3459,3822,3820,4181
450,0.78517,2.1577,0.77031,1.32801,0.79519,1.33899,2.20971,0.74111,395,394,392,411,539,607,1041,1060,1068,1043,1329,1035,1449,1771,2021,2215,2475,2476,2784,2653,3459,3461,3460,3821,4182
460,0.78236,2.14373,0.76533,1.33667,0.79496,1.33974,2.20848,0.74069,395,394,392,412,544,599,1043,1062,1070,1044,1331,1036,1456,1783,2021,2223,2476,2475,2792,2652,3459,3461,3460,3821,3822,4183
