epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32
0,0,0.98223,0.34993,2.87959,0,3.01632,0.98483,0.33026,134,260,378,503,638,764,881,1007,1133,1267,1393,1519,1645,1771,1896,2014,2140,2274,2400,2517,2643,2769,2895,3029,3155,3273,3399,3524,3650,3785,3902,4028
10,0.05419,1.02834,0.36636,2.75046,0.05721,2.88426,1.02992,0.34538,135,240,403,465,641,794,839,970,1109,1274,1383,1553,1638,1784,1890,2012,2149,2280,2382,2497,2655,2769,2869,3053,3149,3243,3394,3547,3680,3770,3916,4037
20,0.18221,1.10591,0.39399,2.55755,0.17932,2.69099,1.10389,0.37019,148,272,420,422,603,772,794,924,1064,1246,1376,1566,1614,1769,1871,1982,2132,2261,2349,2488,2654,2743,2828,3080,3110,3249,3415,3520,3720,3764,3888,4061
30,0.25896,1.16177,0.4139,2.43459,0.25371,2.56615,1.1576,0.3882,187,318,409,385,553,724,743,872,1014,1218,1369,1550,1598,1747,1839,1946,2134,2247,2331,2500,2656,2718,2796,3065,3062,3290,3451,3481,3764,3779,3870,4109
40,0.37959,1.2697,0.45235,2.22763,0.38622,2.32719,1.27646,0.42806,242,369,383,373,497,667,688,818,963,1188,1361,1523,1579,1722,1803,1919,2126,2226,2313,2513,2651,2694,2764,3071,3063,3330,3471,3453,3789,3803,3848,4159
50,0.49415,1.40614,0.50096,2.01147,0.52498,2.04729,1.45097,0.48658,303,377,360,355,437,611,634,769,923,1166,1354,1494,1559,1698,1774,1905,2108,2203,2293,2517,2650,2674,2735,3062,3073,3359,3456,3443,3806,3825,3811,4177
60,0.55107,1.49262,0.53177,1.89493,0.59603,1.88799,1.5734,0.52763,344,334,324,321,380,565,588,734,902,1146,1348,1472,1541,1683,1755,1895,2081,2191,2278,2507,2642,2672,2724,3037,3072,3372,3447,3441,3814,3825,3789,4175
70,0.57128,1.52739,0.54415,1.85179,0.62016,1.83074,1.6226,0.54413,340,321,328,329,338,542,564,722,902,1121,1337,1449,1525,1662,1734,1880,2023,2185,2262,2481,2612,2685,2727,2977,3078,3365,3436,3438,3812,3820,3763,4155
80,0.56612,1.51829,0.54091,1.86289,0.62512,1.81875,1.6333,0.54772,326,330,340,338,319,539,558,726,911,1095,1321,1420,1508,1636,1706,1863,1976,2178,2245,2457,2571,2695,2736,2948,3100,3343,3420,3433,3803,3801,3729,4115
90,0.58338,1.54942,0.552,1.82546,0.6374,1.7887,1.66074,0.55692,328,340,344,338,329,547,562,739,921,1062,1298,1382,1482,1598,1668,1841,1970,2170,2231,2439,2529,2697,2754,2952,3134,3309,3397,3426,3787,3759,3681,4071
100,0.60292,1.58709,0.56542,1.78214,0.64944,1.75876,1.68901,0.5664,331,342,344,335,337,561,570,756,930,1027,1269,1342,1451,1550,1628,1820,1981,2160,2222,2428,2489,2694,2765,2963,3164,3268,3368,3421,3769,3707,3641,4039
110,0.61056,1.60258,0.57094,1.76491,0.6636,1.72287,1.7242,0.5782,339,342,344,580,583,776,933,992,1234,1298,1412,1498,1581,1799,2001,2150,2216,2422,2461,2692,2768,2970,3182,3233,3340,3418,3749,3662,3616,4020
120,0.62417,1.63135,0.58119,1.73379,0.67948,1.68172,1.76639,0.59235,344,347,351,353,341,605,600,798,932,961,1190,1247,1368,1440,1523,1776,2015,2137,2213,2420,2446,2692,2768,2971,3189,3217,3325,3419,3730,3643,3604,4011
130,0.6455,1.6797,0.59841,1.68389,0.69843,1.63126,1.82103,0.61067,352,354,363,358,355,636,622,822,934,946,1135,1187,1319,1376,1461,1752,2011,2120,2210,2420,2439,2694,2768,2971,3188,3226,3353,3428,3726,3662,3587,4005
140,0.66203,1.72028,0.61287,1.64416,0.70865,1.60338,1.85269,0.62129,363,364,372,669,647,848,946,952,1081,1129,1268,1314,1402,1726,2018,2101,2207,2420,2437,2695,2767,2981,3184,3262,3419,3448,3742,3710,3552,3997
150,0.69644,1.81518,0.64668,1.55821,0.73998,1.51471,1.96114,0.65766,364,373,374,372,368,699,672,874,961,968,1046,1089,1225,1264,1359,1703,2017,2075,2205,2420,2437,2693,2764,3011,3176,3324,3473,3467,3751,3765,3509,3982
160,0.71033,1.85819,0.66201,1.52214,0.75199,1.47931,2.00808,0.6734,370,378,379,371,722,692,898,977,985,1025,1061,1187,1222,1328,1687,2020,2029,2202,2416,2436,2688,2758,3003,3170,3386,3460,3461,3750,3776,3466,3956
170,0.72543,1.9086,0.67997,1.48193,0.76706,1.43366,2.07201,0.69484,376,378,382,383,374,736,704,916,989,998,1014,1042,1159,1189,1309,1681,2020,2001,2200,2408,2433,2679,2750,3005,3180,3432,3457,3459,3749,3774,3448,3926
180,0.73498,1.94268,0.69211,1.45593,0.77794,1.3998,2.12214,0.71165,380,378,385,384,376,745,712,931,998,1007,1011,1032,1137,1166,1299,1683,2020,2028,2197,2396,2428,2664,2737,3007,3186,3466,3468,3752,3767,3452,3924
190,0.74155,1.96721,0.70084,1.43778,0.7829,1.38407,2.14626,0.71974,382,381,385,377,751,716,942,1005,1014,1012,1028,1121,1148,1295,1692,2021,2018,2191,2383,2422,2650,2722,3008,3192,3479,3466,3755,3760,3463,3927
200,0.73899,1.95755,0.6974,1.44488,0.7876,1.369,2.16989,0.72766,376,381,383,382,755,718,950,1009,1018,1014,1028,1113,1135,1292,1702,2021,2028,2183,2368,2414,2643,2708,3006,3179,3474,3464,3466,3757,3760,3472,3927
210,0.74605,1.98456,0.70703,1.42521,0.79315,1.35101,2.19878,0.73735,378,382,383,380,759,720,958,1014,1021,1017,1028,1107,1125,1291,1714,2021,2022,2173,2355,2405,2643,2697,3004,3190,3465,3464,3751,3756,3472,3930
220,0.76345,2.05624,0.73257,1.37553,0.79632,1.3406,2.21585,0.74308,377,384,381,762,722,965,1017,1022,1020,1030,1104,1119,1291,1726,2023,2022,2161,2343,2397,2646,2688,3002,3190,3466,3749,3754,3470,3930
230,0.7616,2.04827,0.72972,1.38088,0.7992,1.3311,2.23167,0.74838,377,385,386,383,384,765,722,971,1019,1024,1023,1031,1101,1114,1293,1740,2022,2024,2146,2333,2390,2649,2679,3004,3193,3468,3465,3751,3755,3467,3928
240,0.76721,2.07279,0.73846,1.36455,0.80211,1.32141,2.24803,0.75387,377,386,387,384,381,766,723,977,1020,1026,1033,1099,1112,1296,1754,2022,2024,2126,2324,2384,2650,2671,3004,3194,3469,3467,3465,3752,3756,3468,3927
250,0.76808,2.07669,0.73985,1.36198,0.80109,1.3248,2.24228,0.75194,377,388,384,383,382,768,723,983,1024,1029,1036,1099,1112,1299,1768,2021,2023,2104,2315,2380,2651,2664,3001,3200,3466,3467,3751,3756,3927
260,0.77374,2.10249,0.74904,1.34527,0.80628,1.30742,2.27208,0.76193,378,389,382,383,769,723,989,1026,1031,1038,1098,1111,1302,1782,2021,2023,2058,2306,2376,2649,2659,3003,3188,3467,3465,3752,3756,3466,3926
270,0.77573,2.11183,0.75237,1.33932,0.81369,1.28217,2.31682,0.77694,379,387,384,385,383,770,722,993,1027,1032,1033,1040,1097,1109,1305,1798,2023,2024,1998,2297,2375,2646,2657,3002,3189,3468,3466,3465,3752,3756,3926
280,0.77864,2.12564,0.75729,1.33062,0.81036,1.29357,2.2964,0.77009,378,386,385,387,384,771,721,997,1029,1034,1041,1096,1108,1308,1816,2023,2031,2287,2375,2642,2658,3001,3199,3468,3465,3751,3756,3466,3929
290,0.77309,2.09949,0.74797,1.34719,0.81543,1.27618,2.3277,0.78059,379,386,384,388,771,719,1001,1031,1035,1043,1095,1108,1311,1834,2022,2023,2019,2279,2376,2636,2659,3002,3189,3466,3465,3752,3755,3929
300,0.77955,2.13,0.75884,1.32789,0.81672,1.2717,2.33591,0.78334,379,387,383,388,771,717,1005,1032,1035,1037,1043,1094,1107,1315,1849,2020,2021,2019,2272,2378,2630,2662,3000,3191,3463,3466,3753,3755,3465,3928
310,0.77973,2.13089,0.75916,1.32734,0.82029,1.25926,2.35897,0.79107,378,386,385,388,381,771,716,1009,1034,1036,1038,1044,1094,1107,1318,1859,2022,2025,2265,2383,2623,2665,3001,3195,3463,3464,3465,3753,3929
320,0.7885,2.17463,0.77474,1.30064,0.82172,1.25422,2.36846,0.79426,381,386,385,380,771,714,1012,1035,1038,1040,1046,1093,1106,1321,1865,2022,2259,2389,2615,2670,3000,3185,3466,3464,3465,3751,3756,3463,3931
330,0.78635,2.16367,0.77084,1.30723,0.82104,1.25664,2.36391,0.79273,385,386,383,382,771,713,1015,1037,1039,1042,1048,1092,1105,1326,1870,2021,2022,2256,2396,2604,2677,3004,3193,3464,3462,3753,3758,3463,3932
340,0.78832,2.17373,0.77442,1.30118,0.82505,1.24247,2.39086,0.80177,386,384,383,382,770,711,1018,1039,1040,1044,1050,1092,1105,1331,1876,2022,2023,2253,2405,2593,2680,3001,3188,3463,3465,3755,3757,3464,3933
350,0.78352,2.14949,0.76578,1.31586,0.82283,1.25032,2.37584,0.79673,385,387,381,383,768,708,1021,1041,1042,1046,1052,1092,1105,1336,1883,2021,2022,2251,2415,2583,2683,3001,3190,3463,3464,3753,3754,3932
360,0.79292,2.19769,0.78296,1.28699,0.8304,1.22332,2.42827,0.81431,382,388,389,381,765,704,1023,1042,1048,1053,1090,1103,1340,1889,2021,2022,2251,2427,2576,2685,2999,3191,3463,3462,3750,3752,3928
370,0.78842,2.17423,0.7746,1.30088,0.82894,1.22856,2.41793,0.81084,380,388,392,383,382,763,701,1026,1043,1044,1050,1055,1089,1103,1344,1895,2021,2252,2439,2568,2688,3000,3185,3463,3462,3461,3752,3754,3929
380,0.79739,2.2218,0.79155,1.27303,0.83007,1.22451,2.42592,0.81352,380,386,392,384,383,760,698,1028,1043,1044,1051,1056,1087,1103,1348,1896,2022,2023,2250,2449,2560,2690,3000,3191,3462,3465,3464,3753,3756,3933
390,0.79933,2.23253,0.79537,1.26691,0.83275,1.21483,2.44526,0.82001,379,386,392,383,758,694,1029,1043,1044,1052,1056,1085,1101,1352,1899,2021,2023,2250,2459,2553,2691,2999,3187,3462,3463,3464,3752,3756,3935
400,0.79679,2.21854,0.79039,1.2749,0.833,1.21391,2.4471,0.82062,377,388,393,384,387,755,691,1030,1043,1044,1053,1057,1084,1099,1355,1903,2021,2022,2252,2468,2547,2692,3000,3192,3462,3460,3749,3755,3939
410,0.79872,2.22915,0.79417,1.26883,0.83058,1.22266,2.4296,0.81476,379,392,393,386,384,753,689,1032,1044,1045,1055,1059,1083,1098,1360,1911,2021,2022,2255,2475,2540,2694,3000,3188,3460,3462,3463,3750,3754,3461,3940
420,0.80438,2.26116,0.80557,1.25087,0.8353,1.20551,2.46415,0.82634,382,396,390,386,383,751,687,1032,1044,1045,1055,1060,1081,1097,1364,1921,2021,2256,2479,2531,2696,3000,3186,3462,3753,3754,3941
430,0.80038,2.2384,0.79746,1.26359,0.83639,1.20153,2.47232,0.82908,386,394,387,384,748,684,1033,1044,1046,1056,1060,1080,1096,1367,1935,2022,2023,2255,2481,2518,2698,3001,3194,3462,3461,3754,3755,3943
440,0.80144,2.24438,0.79959,1.26022,0.83647,1.20121,2.47298,0.8293,385,393,386,387,747,683,1034,1045,1047,1057,1062,1079,1095,1370,1966,2021,2252,2480,2500,2698,2999,3188,3460,3463,3754,3756,3462,3946
450,0.80364,2.25693,0.80406,1.25321,0.8345,1.20845,2.45817,0.82434,385,392,387,389,745,682,1036,1045,1047,1059,1062,1078,1095,1373,2026,2020,2021,2022,2252,2480,2485,2698,2999,3190,3461,3749,3753,3462,3947
460,0.80009,2.23676,0.79688,1.26452,0.83917,1.19125,2.49365,0.83624,387,389,385,744,681,1037,1045,1048,1060,1063,1078,1094,1376,2014,2020,2253,2481,2477,2699,3000,3187,3461,3460,3459,3750,3753,3947
470,0.80435,2.26101,0.80552,1.25095,0.83679,1.20006,2.47534,0.8301,388,387,389,743,680,1038,1046,1048,1061,1064,1077,1094,1380,2025,2021,2020,2255,2483,2476,2700,2998,3190,3459,3460,3461,3752,3754,3948
480,0.80754,2.27968,0.81217,1.24071,0.84222,1.17993,2.51757,0.84426,389,387,390,742,679,1039,1046,1048,1061,1065,1077,1093,1384,2017,2021,2022,2259,2485,2478,2702,3000,3193,3460,3750,3752,3462,3947
490,0.80323,2.25453,0.80321,1.25455,0.84225,1.17981,2.51784,0.84435,390,387,391,389,388,741,679,1040,1046,1048,1061,1065,1075,1092,1388,2024,2021,2260,2487,2483,2703,2999,3190,3461,3460,3749,3750,3946
500,0.81302,2.31285,0.82399,1.22291,0.84297,1.17712,2.5236,0.84628,390,391,388,392,740,678,1040,1045,1047,1061,1064,1073,1089,1391,2021,2022,2263,2487,2486,2706,2998,3188,3459,3460,3461,3751,3752,3945
510,0.8107,2.29863,0.81892,1.23048,0.84409,1.17291,2.53265,0.84931,391,392,390,389,739,679,1041,1044,1046,1061,1064,1071,1087,1394,2020,2021,2264,2486,2710,2998,3191,3458,3460,3751,3752,3944
520,0.81387,2.31807,0.82584,1.22016,0.84552,1.16753,2.54432,0.85323,392,393,391,389,738,679,1041,1044,1045,1060,1063,1070,1084,1394,2022,2020,2021,2264,2485,2717,2999,3190,3460,3461,3752,3751,3944
530,0.81531,2.32709,0.82906,1.21543,0.84477,1.17035,2.5382,0.85117,391,395,396,392,388,737,680,1041,1043,1045,1060,1063,1069,1082,1388,2020,2021,2263,2485,2484,2728,2997,3189,3461,3460,3458,3750,3752,3946
540,0.81671,2.33599,0.83223,1.2108,0.84691,1.16223,2.55592,0.85712,391,393,397,390,736,681,1041,1043,1044,1060,1063,1067,1080,1389,2021,2022,2261,2485,2484,2753,2997,3190,3457,3459,3458,3750,3753,3947
550,0.80904,2.2886,0.81534,1.23587,0.84558,1.16729,2.54485,0.85341,391,392,397,390,735,682,1041,1042,1044,1060,1063,1065,1078,1391,2021,2022,2259,2486,2483,2778,2999,3189,3459,3458,3460,3752,3754,3945
560,0.81258,2.31013,0.82302,1.22435,0.84336,1.17566,2.52672,0.84733,391,392,398,390,388,735,683,1041,1044,1060,1063,1064,1077,1393,2020,2257,2485,2484,2796,2996,3190,3458,3459,3460,3752,3753,3944
570,0.81083,2.29941,0.8192,1.23006,0.84389,1.17366,2.53103,0.84877,393,398,390,387,735,684,1041,1043,1059,1063,1062,1074,1392,2019,2020,2255,2485,2483,2809,2997,3190,3457,3456,3458,3750,3754,3943
580,0.81474,2.32352,0.82779,1.2173,0.84611,1.16527,2.54925,0.85488,392,394,397,391,387,735,685,1040,1043,1058,1062,1061,1072,1391,2021,2253,2488,2485,2821,2998,3192,3457,3458,3750,3753,3942
590,0.81273,2.31103,0.82334,1.22388,0.84801,1.15807,2.5651,0.8602,392,396,398,393,391,734,685,1040,1039,1042,1058,1061,1059,1070,1393,2022,2021,2250,2489,2487,2832,2997,3193,3457,3458,3459,3751,3942
600,0.82319,2.37839,0.84734,1.18921,0.84878,1.15514,2.57161,0.86238,392,395,396,393,734,686,1040,1038,1042,1057,1061,1067,1394,2020,2246,2488,2487,2847,2998,3191,3457,3458,3749,3752,3943
610,0.81721,2.33916,0.83336,1.20916,0.85198,1.14284,2.59928,0.87166,394,396,397,392,736,689,1039,1037,1041,1056,1059,1054,1065,1394,2020,2241,2488,2487,2859,2997,3190,3458,3459,3749,3751,3944
620,0.82058,2.36108,0.84117,1.19793,0.85197,1.14287,2.59923,0.87164,394,395,397,392,738,691,1039,1036,1040,1056,1058,1053,1063,1393,2021,2234,2487,2486,2864,2997,3192,3459,3460,3750,3751,3943
630,0.81877,2.34924,0.83695,1.20397,0.85111,1.14621,2.59163,0.86909,392,396,395,394,739,693,1039,1035,1056,1058,1051,1062,1394,2020,2021,2226,2486,2866,2997,3193,3457,3458,3459,3752,3943
640,0.81853,2.34765,0.83638,1.20479,0.85061,1.14814,2.58729,0.86764,393,396,397,740,693,1039,1034,1038,1056,1058,1049,1060,1392,2021,2020,2217,2488,2487,2871,2996,3193,3457,3458,3751,3752,3456,3944
650,0.81682,2.33668,0.83248,1.21044,0.84976,1.15138,2.58,0.86519,391,398,395,396,399,741,694,1038,1033,1037,1055,1056,1047,1058,1387,2021,2210,2487,2486,2884,2997,3191,3456,3458,3751,3753,3457,3945
660,0.82201,2.37051,0.84453,1.19317,0.84821,1.15731,2.5668,0.86077,392,401,393,396,399,742,695,1037,1031,1036,1054,1055,1044,1056,1389,2021,2020,2196,2488,2487,2903,2996,3195,3457,3750,3753,3945
670,0.82339,2.37977,0.84782,1.18853,0.85211,1.14233,2.60044,0.87205,393,402,394,397,743,697,1037,1030,1036,1053,1054,1042,1055,1394,2021,2020,2180,2489,2488,2916,2996,3193,3459,3458,3457,3751,3753,3946
680,0.8255,2.39409,0.85293,1.18142,0.85468,1.13236,2.62334,0.87973,393,402,396,397,395,745,698,1037,1029,1035,1053,1040,1054,1398,2021,2020,2163,2488,2489,2919,2996,3193,3457,3751,3753,3945
690,0.82052,2.36064,0.84101,1.19816,0.85509,1.13077,2.62703,0.88096,394,401,398,395,746,700,1036,1028,1034,1052,1038,1391,2019,2021,2020,2142,2489,2488,2915,2996,3192,3455,3458,3457,3751,3753,3944
700,0.82222,2.37193,0.84503,1.19245,0.85401,1.13499,2.61727,0.87769,394,399,400,395,747,701,1036,1027,1034,1052,1051,1387,2021,2020,2122,2489,2488,2917,2995,3192,3456,3458,3752,3457,3943
710,0.82789,2.41069,0.85884,1.17328,0.85462,1.1326,2.6228,0.87954,395,398,401,397,396,748,702,1035,1026,1034,1052,1051,1050,1391,2021,2020,2109,2489,2917,2994,3193,3456,3457,3750,3751,3943
720,0.82578,2.39604,0.85362,1.18045,0.85546,1.12932,2.6304,0.88209,397,398,402,396,400,749,704,1035,1025,1033,1051,1050,1048,1396,2020,2103,2487,2488,2920,2994,3192,3455,3456,3753,3457,3945
730,0.82098,2.36365,0.84208,1.19663,0.8571,1.12291,2.64541,0.88713,399,398,400,394,749,706,1034,1023,1032,1050,1031,1046,1408,2020,2022,2021,2105,2486,2485,2917,2994,3193,3456,3457,3753,3755,3946
740,0.8292,2.41988,0.86211,1.16883,0.85903,1.11529,2.6635,0.8932,398,399,401,397,396,751,708,1033,1022,1032,1049,1029,1045,1416,2021,2020,2104,2489,2486,2912,2994,3196,3457,3753,3755,3456,3947
