algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
transformer,lucas,32,robust,dyn,0.75,0.8459272384643555,1.1477399511177808,2.5478680418327877,0.8804576605371945,0.8459272384643555,29.95601226629535,2.5478680640632354,0.8804575172035914,0.8539006114006042,1.1235509653317903,2.6163092977396385,0.8866252125373452,0.8539006114006042,29.32467951424672,2.616309411336781,0.8866252054815636,661.5284893512726,19233,0,401|403|409|411|415|426|1055|1081|1089|1090|1104|1130|1133|1321|2020|2021|2022|2024|2531|2636|2645|2992|2994|3184|3446|3451|3452|3809|3814|3815|4198
