algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params,fold,selected_bands
transformer1,lucas,32,robust,dyn,0.75,0.8549003601074219,1.1419095683594174,2.625467654928855,0.8723708435730461,0.8549003601074219,29.803838659275502,2.625467702421377,0.8723709118341021,0.8453884124755859,1.146032292981217,2.543268928336618,0.8759189358921621,0.8453884124755859,29.91144155565726,2.5432691138417045,0.8759190263093205,651.0761005878448,18273,0,391|401|403|404|405|411|996|1016|1022|1034|1037|1403|1844|2021|2460|2472|2485|2487|2497|2508|2990|2991|2992|3451|3453|3455|3460|3818|3820|4200
